Time,Open,High,Low,Close,Volume,mean
08:00 11-09-2021,45668.0,45689.2,45363.22,45555.04,1213.98867,45267.035
09:00 11-09-2021,45555.68,45796.93,45444.44,45569.28,1458.29244,45271.829
10:00 11-09-2021,45569.27,45645.87,45379.64,45620.44,1178.92634,45267.297
11:00 11-09-2021,45618.6,45768.0,45527.38,45675.13,1363.69122,45265.6145
12:00 11-09-2021,45675.14,45698.3,45494.6,45573.99,1046.19519,45261.825
13:00 11-09-2021,45573.99,45987.93,45405.5,45853.71,1817.41954,45301.169
14:00 11-09-2021,45853.71,45888.33,45609.0,45626.3,972.89628,45352.8385
15:00 11-09-2021,45626.55,45668.82,45468.8,45647.33,853.10149,45411.6165
16:00 11-09-2021,45647.34,45707.91,45300.0,45357.06,1076.14067,45436.924
17:00 11-09-2021,45360.57,45426.63,45150.0,45300.21,1436.43481,45440.871
18:00 11-09-2021,45300.22,45450.0,45267.65,45380.0,718.64351,45442.938
19:00 11-09-2021,45380.0,45382.47,45006.0,45088.95,1305.78746,45433.35
20:00 11-09-2021,45088.94,45221.84,44974.79,45173.69,1191.83241,45432.4405
21:00 11-09-2021,45173.68,45297.28,44769.5,44953.98,1785.16782,45414.96800000001
22:00 11-09-2021,44953.99,45014.79,44742.06,44949.97,1075.13326,45395.4
23:00 11-09-2021,44949.98,45319.39,44907.09,45304.4,898.99359,45397.2085
00:00 12-09-2021,45304.4,45343.6,45198.93,45316.28,876.424,45410.824
01:00 12-09-2021,45316.27,45500.0,45222.17,45334.11,898.48597,45421.1805
02:00 12-09-2021,45334.1,45492.71,45236.0,45365.05,770.52946,45415.64599999999
03:00 12-09-2021,45365.06,45438.58,45112.93,45150.33,764.18124,45389.7625
04:00 12-09-2021,45150.34,45383.77,45044.0,45357.02,1089.4532,45379.8615
05:00 12-09-2021,45357.03,46155.0,45301.1,46119.31,2901.42296,45407.363
06:00 12-09-2021,46123.91,46200.0,45834.96,45857.81,1502.08613,45419.2315
07:00 12-09-2021,45857.81,45984.97,45730.27,45944.77,1320.89394,45432.7135
08:00 12-09-2021,45944.76,46085.91,45864.82,46085.9,1012.29549,45458.309
09:00 12-09-2021,46085.91,46161.51,45950.0,45995.06,1236.36987,45465.3765
10:00 12-09-2021,45995.05,46270.56,45738.0,45924.35,1601.88772,45480.279
11:00 12-09-2021,45924.35,46019.07,45841.7,45870.32,1158.7334,45491.4285
12:00 12-09-2021,45870.31,45970.0,45744.24,45886.99,1092.17534,45517.925
13:00 12-09-2021,45890.61,46146.89,45840.0,45881.19,1585.53145,45546.974
14:00 12-09-2021,45881.19,45978.21,45839.72,45930.95,715.14846,45574.5215
15:00 12-09-2021,45930.94,45995.45,45802.89,45896.63,820.09333,45614.9055
16:00 12-09-2021,45896.64,45964.03,45761.01,45902.87,664.34431,45651.3645
17:00 12-09-2021,45902.87,46200.0,45000.68,45091.83,3229.03746,45658.257
18:00 12-09-2021,45089.99,45294.74,44900.0,45287.41,1793.73284,45675.129
19:00 12-09-2021,45287.4,45786.78,45264.8,45786.78,1341.53367,45699.248
20:00 12-09-2021,45786.78,46460.0,45786.78,46025.24,1960.62561,45734.696
21:00 12-09-2021,46025.23,46285.71,45932.2,46046.28,1324.85241,45770.3045
22:00 12-09-2021,46046.28,46100.0,45101.78,45177.19,2071.07142,45760.9115
23:00 12-09-2021,45177.19,45273.5,44817.41,44960.37,2346.18701,45751.4135
00:00 13-09-2021,44960.37,45134.35,44555.0,44617.79,1979.42115,45714.452000000005
01:00 13-09-2021,44614.68,44765.0,44480.0,44711.0,3001.01527,45644.0365
